seed,anchor,rec,label
1664684,"Summary: We summarise the brane solutions (instantons, black holes and strings) in 4 dimensions when embedded in \\(N=2\\) supergravity. Like in 10 dimensions these solutions are related by duality transformations \\((T\\)-duality, \\(c\\)-map). For the case that the graviphoton has no magnetic charge, we discuss the conformal field theory description of the near-horizon geometry. The decoupling of the massless modes in the matrix limit of the M-theory compactified on a Calabi-Yau threefold is discussed.\n\nFor the entire collection see [Zbl 0921.00041].","Summary: We classify half-supersymmetric solutions of gauged \\(N = 2\\), \\(D = 5\\) supergravity coupled to an arbitrary number of abelian vector multiplets for which all of the Killing spinors generate null Killing vectors. We show that there are four classes of solutions, and in each class we find the metric, scalars and gauge field strengths. When the scalar manifold is symmetric, the solutions correspond to a class of local near horizon geometries recently found by Kunduri and Lucietti.",1
1341964,"zbMATH_ID
1341964    The article consists of two parts. In the firs...
1341964    The article consists of two parts. In the firs...
Name: text, dtype: object","zbMATH_ID
1441724    Based in part on the authors' preface: The Kle...
1441724    Based in part on the authors' preface: The Kle...
Name: text, dtype: object",1
1013949,"Let \\(K\\) be an algebraically closed field of characteristic zero, \\(F\\) be a vector space of dimension \\(n\\) and \\(S_\\lambda F\\) be the Schur module associated to the partition \\(\\lambda = (\\lambda_1 ,\\dots, \\lambda_m )\\), where \\(1 \\leq m \\leq n\\). Let \\(m \\leq r \\leq n\\). The variety \\(X_r\\) of tensors of rank \\(\\leq r\\) is defined to be the set of all tensors \\(v\\) in \\(S_\\lambda F\\) such that there exists a subspace \\(F'\\) of \\(F\\) with \\(\\text{dim } F' = r\\) and \\(v \\in S_\\lambda F' \\subset S_\\lambda F\\). When \\(\\lambda = (2)\\) or \\(\\lambda = (1,1)\\) these rank varieties are well-understood. In particular, the minimal free resolution of \\({\\mathcal O}_{X_r}\\) was described by \\textit{T. JÃ³zefiak}, \\textit{P. Pragacz} and \\textit{J. Weyman} [AstÃ©risque 87-88, 109-189 (1981; Zbl 0488.14012)]. The current paper uses the approach of this paper to generalize some of their results to rank varieties \\(X_r \\subset S_\\lambda F\\) for an arbitrary partition \\(\\lambda\\). The author gives a set of equations defining \\(X_r\\) set-theoretically and obtains a minimal free resolution of \\({\\mathcal O}_{X_r}\\). This yields the dimension of \\(X_r\\) and gives that they are normal and Cohen-Macaulay and have rational singularities. The author gives more precise results in the special case of rank varieties in \\(S_d F\\) for \\(d >2\\). Finally, the case of rank varieties of skewsymmetric tensors is studied.","Over a dozen years ago, I asked Jerzy Weyman to explain the geometric method of finding finite free resolutions to me. His answer was very clear. He convinced me that this is a technique worth learning. Furthermore, I believe that it is magical that both mathematical meanings for the word ``resolve'' come into play in this technique. Suppose \\(R\\) is the coordinate ring of the algebraic variety \\(Y\\). For the sake of concreteness, let us assume that \\(Y\\) is a subvariety of affine \\(N\\)-space over the algebraically closed field \\(\\mathbb K\\). In this setting, \\(R\\) is equal to \\(P/I\\), where \\(P\\) is a polynomial ring in \\(N\\) variables over \\(\\mathbb K\\) and \\(I\\) is the ideal of polynomials which vanish on \\(Y\\). To employ the geometric method for finding the resolution of \\(R\\) by free \\(P\\)-modules, one first resolves the singularity. Let \\(Z\\to Y\\) be a desingularization of \\(Y\\). Now, \\(Z\\) is smooth; so, \\(Z\\) is defined by a regular sequence and the coordinate ring of \\(Z\\) is resolved by the Koszul complex for this regular sequence. The Koszul complex resolution is the most completely understood and straightforward of all possible resolutions. To resolve the coordinate ring of \\(Y\\), one ``need only'' push the Koszul complex down to \\(Y\\) along the desingularization. Of course, the devil is in the details.\n\nThis geometric method was introduced by George Kempf in a series of papers which were published in the early 1970's. The first stunning application of this technique was made by Alain Lascoux in 1978. Suppose the variety \\(Y\\) is the ``determinantal variety'' of all linear transformations from \\(\\mathbb K^n\\to\\mathbb K^m\\) of rank less than \\(r\\). (In the present setting, \\(Y\\) is a subvariety of affine \\(N=mn\\) space.) Before Lascoux, the resolution of the coordinate ring, \\(R\\), of \\(Y\\) was known only when \\(r\\) is equal to the minimum of \\(n\\) and \\(m\\) (this is the maximal order minor case and the resolution is the Eagon-Northcott resolution of 1962) or when \\(n=m\\) were equal and \\(r=n-1\\) (in this, submaximal, case, \\(R\\) is Gorenstein of codimension \\(4\\) and the resolution is the Gulliksen-NegÃ¥rd resolution of 1972). Lascoux combined the geometric method, the representation theory of the general linear group, and Raoul Bott's theorem about the cohomology of line bundles on homogeneous spaces to resolve the coordinate ring of all determinantal varieties in characteristic zero. The representation theory of general linear group is less complicated in characteristic zero than it is in positive characteristic. Also, Bott's theorem is definitely a characteristic zero theorem. On the other hand, the Eagon-Northcott complex, the Gulliksen-NegÃ¥rd complex, and the Akin-Buchsbaum-Weyman complex of 1981, which resolves the ring defined by submaximal minors for arbitrary \\(m\\) and \\(n\\) all are independent of characteristic. It was not known until Mitsuyasu Hashimoto's work in the 1990's that for general configurations of \\(m\\), \\(n\\), and \\(r\\), the Betti numbers of \\(R\\) really depend on the characteristic of \\(\\mathbb K\\).\n\nThe geometric method also applies to Schubert varieties in various homogeneous spaces, determinantal varieties for symmetric and alternating matrices, conjugacy classes in classical Lie algebras, varieties of complexes, and many more situations. Depending upon one's point of view (a geometer might start with a variety and look for the equations; whereas an algebraist might start with the equations) the geometric method allows one to find the coordinate ring of particular varieties, find the equations which vanish on the varieties, prove Cohen-Macaulayness, prove that certain varieties have rational singularities.\n\nIt is all here in one place, with one uniform notation throughout: the combinatorics and representation theory of Schur and Weyl modules, an explanation and proof of Bott's theorem, the geometric method laid out very slowly, and oodles of examples. Each chapter contains exercises which extend the material given in the text. Many of these exercises outline a way to re-do, using the geometric method, results which appear in the literature using ad-hoc methods. If you have considered learning this method, but have been intimidated away from pulling the ideas out of the existing published literature, then read this book. The value of having one uniform notation can not be overestimated. If you pull any two papers about Schur modules out of the literature, they will have different conventions about how a Ferrers diagram should be drawn and when a tableau is standard (and it does not matter if the two papers have the same author!). In the long run, the ideas work whether the boxes are stacked on the floor or hang from the ceiling; but in the short run, if one adopts Ian Macdonald's remedy ``Readers who prefer this convention should read this book upside down in a mirror'', then one is likely to suffer eye strain, if not more serious disorientation.\n\nI have one slight caution to readers of Weyman's book. The phrase ``If \\(R\\) has characteristic zero'' almost always means ``If \\(R\\) contains a field of characteristic zero''. In particular, the ring of integers is not one of the rings under consideration. In practice, almost all calculations are made over a field and then transferred to an arbitrary ring by way of a base change; so there really is no confusion, unless one picked up one page out of context without knowing the general approach.\n\nThe book under review has instantly became the standard reference. I have seen referees' reports that have instructed the author to ``express the results in the language of Weyman's new book''. I am aware of numerous seminars that are reading Weyman's book and finding new applications of its methods.",1
1619869,"Summary: Let \\(G\\) be a finite cyclic subgroup of \\(GL(2, \\mathbb{C})\\) of order \\(n\\) which contains no reflections. Let \\(\\mathbb{A}^2\\) be the complex affine plane. We consider a certain subscheme \\(\\text{Hilb}^G (\\mathbb{A}^2)\\) of \\(\\text{Hilb}^n(\\mathbb{A}^2)\\) consisting of \\(G\\)-invariant zero-dimensional subschemes of length \\(n\\). We describe the structure of \\(\\text{Hilb}^G (\\mathbb{A}^2)\\) and prove this is the minimal resolution of the quotient surface singularity \\(\\mathbb{A}^2/G\\).","In his paper in ''Algebraic varieties and analytic varieties'', Proc. Symp., Tokyo 1981, Adv. Stud. Pure Math. 1, 131-180 (1983), \textit{M. Reid} gave a definition for a minimal model of a projective threefold V as a 3- dimensional projective variety X with only terminal singularities which is birationally equivalent to V and such that either its canonical class \(K_ X\) is numerically effective, or the anticanonical class \(-K_ X\) is ample on fibers of some projective morphism \(f:X\to B\) with \(\dim B<\dim X.\) Reid conjectured that each threefold has a minimal model. The last results of Mori-Kawamata-Shokurov are very close to the complete proof of Reid's conjecture. - The author shows that if on a threefold V all the adjunction series \(| D+nK_ V|\) terminate for \(n\gg 0,\) then \(K_ X\) is not numerically effective for any model of V with canonical singularities. Hence, if V has a minimal model, then it is birationally equivalent to a variety of one of the following types: a Fano variety (possibly singular), a Del Pezzo fibering over some curve or a conic bundle over some surface. This is the Iskovskikh conjecture for threefolds with chain condition for adjunctions. Thus the Iskovskikh conjecture is proved modulo Reid's conjecture.",0
1664684,"Summary: We summarise the brane solutions (instantons, black holes and strings) in 4 dimensions when embedded in \\(N=2\\) supergravity. Like in 10 dimensions these solutions are related by duality transformations \\((T\\)-duality, \\(c\\)-map). For the case that the graviphoton has no magnetic charge, we discuss the conformal field theory description of the near-horizon geometry. The decoupling of the massless modes in the matrix limit of the M-theory compactified on a Calabi-Yau threefold is discussed.\n\nFor the entire collection see [Zbl 0921.00041].","Summary: BPS black hole solutions of \\(U(1)\\) gauged five-dimensional supergravity are obtained by solving the Killing spinor equations. These extremal static black holes live in an asymptotic \\(\\text{AdS}_5\\) space time. Unlike black holes in asymptotic flat space time none of them possess a regular horizon. We also calculate the influence, of a particular class of these solutions, on the Wilson loops calculation.",1
1363213,"zbMATH_ID
1363213    Let \\(X\\) be a smooth complex projective var...
1363213    Let \\(X\\) be a smooth complex projective var...
Name: text, dtype: object","For a nonsingular projective surface \\(S\\), the Hodge-\\({\\mathcal D}\\)-conjecture asserts the surjectivity of the real regulator map \n\\[\nr_{2,1}\\otimes\\mathbb{R}: \\text{CH}^2(S, 1)\\otimes\\mathbb{R}\\to H^3_{\\mathcal D}(S,\\mathbb{R})\n\\]\n from Bloch's higher Chow group to the Deligne cohomology group. In this paper the authors prove the validity of the conjecture for \\(K3\\) and abelian surfaces which are sufficiently general in the real analytic Zariski topology. There are two key ingredients for their proof for \\(K3\\) surfaces: 1) the use of rather large supply of nontrivial higher Chow cycles constructed from rational curves, and 2) a degeneration argument which enables one to reduce the conjecture to the case of \\(K3\\) surfaces with maximum Picard number 20 for which the conjecture is easily established. The case of abelian surfaces are reduced to the case of \\(K3\\) surfaces by considering their Kummer surfaces.",1
1308161,"Let \\(R = k[x_0,\\dots,x_n]\\), \\(n \\geq 3\\), and let \\({\\mathfrak m} = (x_0,\\dots,x_n)R\\). A homogeneous ideal \\(I \\subset R\\) of height \\(m\\) is a quasi-complete intersection (q.c.i.) on \\(m+1\\) elements if \\(I\\) is unmixed and there exist \\(m+1\\) homogeneous elements \\(F_0,\\dots,F_m\\) in \\(I\\) such that \\((F_0,\\dots,F_m) R = I \\cap {\\mathfrak q}\\) for some \\({\\mathfrak m}\\)-primary ideal \\(\\mathfrak q\\). This paper is concerned with the problem of describing minimal generating sets for such an ideal, assuming that it is prime and its height is 2. \n\n\nOne of the main results is the following. Assume \\({\\mathfrak p}\\) is a homogeneous prime ideal of height 2 with at least 3 minimal generators, and assume that \\(\\mathfrak p\\) is a q.c.i.\\ on \\(F_0,F_1,F_2\\). If \\(\\mathfrak B\\) is an arbitrary minimal homogeneous generating set of \\(\\mathfrak p\\), then there are elements \\(B_0,B_1,B_2\\) in \\(\\mathfrak B\\) such that \\( {\\mathfrak B}/\\{B_0,B_1,B_2\\} \\cup \\{F_0,F_1,F_2\\} \\) is a minimal generating set of \\(\\mathfrak p\\). Another result, slightly more technical, gives a way of obtaining, from a fixed homogeneous minimal generating set for a q.c.i.\\ prime ideal \\(\\mathfrak p\\), a set of three polynomials on which \\(\\mathfrak p\\) is a q.c.i. \n\n\nThe authors apply these results to monomial curves, by characterizing those monomial curves with 4 minimal generators which are in fact quasi-complete intersections.","The authors prove the equivalence of several definitions of the convolution of two Roumieu types of ultradistributions. For that purpose, they analyze the tensor product topologies within Roumieu-type spaces so that the characterizations of the convolution appear as consequences of characterizations of the \(\varepsilon\) tensor product of \(\dot{\tilde{\mathcal{B}}}^{\{ M_p\}}\) with a locally convex space \(E\).",0
1619869,"Summary: Let \\(G\\) be a finite cyclic subgroup of \\(GL(2, \\mathbb{C})\\) of order \\(n\\) which contains no reflections. Let \\(\\mathbb{A}^2\\) be the complex affine plane. We consider a certain subscheme \\(\\text{Hilb}^G (\\mathbb{A}^2)\\) of \\(\\text{Hilb}^n(\\mathbb{A}^2)\\) consisting of \\(G\\)-invariant zero-dimensional subschemes of length \\(n\\). We describe the structure of \\(\\text{Hilb}^G (\\mathbb{A}^2)\\) and prove this is the minimal resolution of the quotient surface singularity \\(\\mathbb{A}^2/G\\).","Let \\(G\\subset \\text{GL}(2,{\\Bbbk})\\) be a finite, small, abelian group and let \\(X\\) be the minimal resolution of the quotient surface \\({\\mathbb A}_\\Bbbk^2/G.\\) By \\textit{R. Kidoh} [Hokkaido Math. J. 30, No. 1, 91--103 (2001; Zbl 1015.14004)] the \\(G\\)-Hilbert scheme \\(G\\)-\\(\\text{Hilb}({\\mathbb A}^2_\\Bbbk)\\) is isomorphic to \\(X.\\) However, in general, the tautological line bundles do not form the basis the \\(K\\)-theory of \\(X\\) (i.e. the McKay correspondence does not hold in its full generality). In fact, some line bundles are redundant. Following \\textit{J. Wunram} [Math. Ann. 279, No. 4, 583--598 (1988; Zbl 0616.14001)], the author concentrates only on the so-called special tautological line bundles \\(L_1,\\dots,L_k\\) on \\(X.\\)\n\nThe main results says that, for \\(G\\) as above, the \\(G\\)-Hilbert scheme \\(G\\)-\\(\\text{Hilb}({\\mathbb A}^2_\\Bbbk)\\) is isomorphic to the fine moduli space of \\(\\theta\\)-stable representations of the bound quiver \\((Q,R)\\) given by the list \\(({\\mathcal O_X},L_1\\dots,L_k)\\) (by the multigraded linear series construction developed by \\textit{A. Craw} and \\textit{G. G. Smith} [Am. J. Math. 130, No. 6, 1509--1534 (2008; Zbl 1183.14066)]). In particular the moduli space is irreducible. Moreover, the bounded derived category of coherent sheaves on \\(X\\) is equivalent to the bounded derived category of \\(\\text{End} (\\bigoplus_{i=0}^k L_i)\\)-modules.",1
1579443,"The authors identify iterated function systems \\(\\Phi\\) on a metric space \\(X\\) and regular Borel measures \\(\\mu\\) such that the matrix subdivision process relative to a finite family \\(\\mathcal A\\) converges. They give a characterization of the convergence of the subdivision process to a function in \\(L_p(\\Omega,\\mu)\\) in terms of the spectral properties of \\(\\mathcal A\\). First, they give a description of subdivision schemes and the definition of convergence with observations on convergent subdivision schemes. Then, they define and discuss the concept of \\(\\mu\\)-uniformity of a family of contractions for any \\(\\mu\\)-measurable set. Finally, they prove that the subdivision scheme converges exponentially fast and its limit function enjoys HÃ¶lder regularity.",Discontinuous wavelets are constructed on certain invariant sets in \\(\\mathbb{R}^ n\\) using the matrix refinement equation and the basic operation of translation and scale. In the special case of the unit interval this construction can be modified to obtain continuous wavelets. The method can be used to construct wavelets on self-similar-fractal sets in \\(\\mathbb{R}^ n\\).,1
1341964,"zbMATH_ID
1341964    The article consists of two parts. In the firs...
1341964    The article consists of two parts. In the firs...
Name: text, dtype: object","If \(\mu\) is a non-atomic measure, then the unit sphere of \(L_1(\mu)\) fails to possess any extreme points; in fact, every point of the unit sphere is even the midpoint of a segment of length~\(2\) in the unit sphere; i.e.,
\[
 \forall \varphi\in L_1(\mu) \;\exists \psi\in L_1(\mu) \quad \|\varphi\pm\psi\| = \|\varphi\| = \|\psi\|. \eqno(1)
\]
 The authors investigate this phenomenon in the setting of non-commutative \(L_1\)-spaces, that is, preduals \(M_*\) of von Neumann algebras~\(M\). They prove that (1) holds for \(M_*\) if \(M\) does not contain type I or type III\(_1\) factors as direct summands and that (1) fails if \(M\) is the hyperfinite III\(_1\) factor. On the other hand, they show that if (and only if) \(M\) is diffuse, (1) is always fulfilled ``up to~\(\varepsilon\)'':
\[
 \forall \varepsilon>0 \;\forall \varphi\in M_* \;\exists \psi_\varepsilon\in M_* \quad \|\varphi\| = \|\psi_\varepsilon\|,\;\bigl| \|\varphi\pm\psi_\varepsilon\| - \|\varphi\| \bigr| < \varepsilon.
\]
 They further point out that (1) for the predual of a von Neumann algebra is equivalent to the existence of girth curves (i.e., curves of length~\(2\) in the unit sphere connecting a point \(\varphi\) and \(-\varphi\)).

In the last section, the authors consider ultraproducts and show that, for preduals of von Neumann algebras, the Daugavet property is equivalent to the uniform Daugavet property, correcting the proof of Theorem~5.6 in [\textit{J. Becerra Guerrero} and \textit{M. Martín}, J. Funct. Anal. 224, No. 2, 316--337 (2005; Zbl 1081.46009)].",0
1058016,"This is a very well written survey of the state-of-the-art of the mathematical aspects of mirror symmetry in 1994. A postscript has been added summing up further developments until 1997. \n\n\nThe first chapter explains the origin and physical relevance of mirror symmetry in a very appealing way for mathematicians. It ends with the most clear description of what mirror symmetry is: They could be pairs of complex manifolds (both with trivial tangent bundle) producing the same physics for string compactification, but with the corresponding \\(A\\)-model and \\(B\\)-models exchanged. In particular there should be formulas relating the \\(A\\)-model correlation functions of one manifold (which count the number of rational curves) with the \\(B\\)-model correlation functions of the other (which are related to period integrals). -- The next chapters give a highly readable account of all the pieces involved in mirror symmetry, counting rational curves in Calabi-Yau threefolds, Gromov-Witten invariants how they encode \\(A\\)-model correlation functions, quantum cohomology, moduli of sigma models, geometric variations of the Hodge structure and its relationship with \\(B\\)-model correlation functions, and \\(A\\)-variations of the Hodge structure (related to the geometric variations on the mirror). \n\n\nThe last chapter deals with mirror symmetry itself and describes the different geometric models (or definitions) for the mirror dual of a Calabi-Yau known in 1994. The first model is the \\textit{B. R. Green} and \\textit{A. R. Plesser} orbifold construction [Nucl. Phys. B 338, No. 1, 15-37 (1990)]; the second one is due to \\textit{V. V. Batyrev} [J. Algebr. Geom. 3, No. 3, 493-535 (1994; Zbl 0829.14023)] and works for an arbitrary family of Calabi-Yau hypersurfaces in toric varieties. Those families \\(\\{M_t\\}\\) of varieties have an associated reflexive polyhedron in \\(L\\otimes_{\\mathbb Z}\\mathbb R\\), where \\(L\\) is the real monomial lattice of the torus of which the toric variety is a compactification. The polar polyhedron is also reflexive and then determines a new family \\(\\{W_t\\}\\) of Calabi-Yau threefolds; the mirror conjecture in this case states that \\(\\{W_t\\}\\) is the dual mirror of \\(\\{M_t\\}\\). The third construction was done by \\textit{C. Borcea} [in ``Mirror symmetry. II'', AMS/IP Stud. Adv. Math. 1, 717-743 (1997)] and \\textit{C. Voisin} [in: JournÃ©es de gÃ©omÃ©trie algÃ©brique, Orsay 1992, AstÃ©risque 218, 273-323 (1993; Zbl 0818.14014)] and works for Calabi-Yau threefolds obtained from a K3 surface \\(S\\) with holomorphic involution \\(i\\) and an elliptic curve \\(A\\) by resolving singularities of \\(S\\times A/(i,j)\\), \\(j\\) being the involution on \\(A\\) defined by negation. \n\n\nThe author states two important conjectures regarding the mathematical formulation of mirror symmetry, the so-called ``Hodge-theoretic mirror symmetry conjecture'' and ``Converse conjecture''. More popular conjectures or ``mirror symmetry tests'', like the presence of isomorphisms between certain Hodge spaces preserving correlation functions, are also explained. The paper includes also some computations that give evidences supporting the mirror symmetry conjectures. As the author says, the subject of mirror symmetry is a rapidly developing one, and very much has been done since 1994.\n\n\nThe paper includes a postscript sketching some of these developments until 1997, most of them still alive and producing new and interesting open problems. We list some of the theories described:\n\n\nThe generalization and simpler definition of the Gromov-Witten invariants, including the purely algebraic theory of \\textit{M. Kontsevich} and \\textit{Yu. Manin} [Commun. Math. Phys. 164, No. 3, 525-562 (1994; Zbl 0853.14020)].\n\n\nThe ``homological'' mirror conjecture, due to \\textit{M. Kontsevich} [in: Proc. Int. Congr. Math., ZÃ¼rich 1994, Vol. 1, 120-139 (1995; Zbl 0846.53021)] and \\textit{K. Fukaya} [in: Proc. GARC Workshop, Seoul Nat. Univ. 1993, Lect. Notes Ser., Seoul. 18, 1-102 (1993; Zbl 0853.57030)] involving the \\(A^\\infty\\)-categories of Lagrangian submanifolds.\n\n\nThe mathematical proof of a certain number of striking enumerative predictions, for instance \\textit{A. B. Givental}'s proof [Sel. Math., New Ser. 1, No. 2, 325-345 (1995; Zbl 0920.14028), Proc. Int. Congr. Math., ZÃ¼rich 1994, Vol. 1, 472-480 (1995; Zbl 0863.14021) and Int. Math. Res. Not. 1996, No. 13, 613-663 (1996; Zbl 0881.55006)], that for complete intersection Calabi-Yau in projective spaces, the ``predicted'' enumerative formulas calculated with the Batyrev-Borisov candidate mirror dual are in fact correct evaluations of the Gromov-Witten invariants, thus proving all the enumerative predictions about the general quintic threefold made by \\textit{P. Candelas, E. Derrick} and \\textit{L. Parkes} [Nucl. Phys. B 407, No. 1, 115-154 (1993; Zbl 0899.32011)].\n\n\nThe new variants of string theory relevant to mirror symmetry. The more important are the so-called type \\(IIA\\) and type \\(IIB\\) string theories. The extra parameters that must be added to the conformal field theory moduli in each string theory are different and should be exchanged under mirror symmetry as shown by \\textit{P. S. Aspinwall} and \\textit{D. R. Morrison} [Phys. Lett. B 355, No. 1-2, 141-149 (1995)] and \\textit{D. R. Morrison} [Nucl. Phys. B, Proc. Suppl. 46, 146-155 (1996)]. This is related to ``\\(D\\)-brane moduli spaces'' and with \\(T\\) and \\(F\\) dualities. \n\n\nThe paper finally refers to one of the most interesting formulations of mirror-symmetry, the theory of \\textit{A. Strominger, S.-T. Yau} and \\textit{E. Zaslow} [Nucl. Phys., B 479, No. 1-2, 243-259 (1996; Zbl 0896.14024)]. In this approach the phenomenon of mirror symmetry on Calabi-Yau threefolds admitting a \\(T^3\\) fibration is interpreted as \\(T\\)-duality on the \\(T^3\\) fibres. According to this formulation one would like to take the mirror dual to a Calabi-Yau manifold as a compactification of the moduli space of its special Lagrangian submanifolds (the \\(T^3\\) tori in the above case) endowed with a suitable complex structure. The author himself [``The geometry underlying mirror symmetry'', in: New Trends in Algebraic Geometry, Sel. Papers Eur-Conf., Warwick 1996, Lond. Math. Soc. Lect. Notes Set. 264, 283-310 (1999)] gave a geometric construction of mirror symmetry consistent with YSZ recipe, showing that the relationship between quantum cohomology and the variation of the Hodge structure should conjecturally follow as a consequence. For elliptic K3 surfaces and Borcea-Voisin Calabi-Yau threefolds, \\textit{M. Gross} and \\textit{P. M. H. Wilson} [Math. Ann. 309, No. 3, 505-531 (1997; Zbl 0901.14024)] showed that the already known geometric models of mirror symmetry are consistent with SYZ.\n\n\nThe paper is a very good introduction to the subject, and explains very clearly the different mathematical theories involved in mirror symmetry and the relationships among them. It covers all aspects of the topic up to date when it was written and is then highly recommendable both to those wishing to get familiar with mirror symmetry and to know the relevant literature (it includes 153 references) and to those wishing to understand the mathematical aspects of this fascinating subject.\n\nFor the entire collection see [Zbl 0866.00043].","Summary: We compute the prepotentials and the geometry of the moduli spaces for a Calabi-Yau manifold and its mirror. In this way we obtain all the sigma model corrections to the Yukawa couplings and moduli space metric for the original manifold. The moduli space is found to be subject to the action of a modular group which, among other operations, exchanges large and small values of the radius, though the action on the radius is not as simple as \\(R \\to 1/R\\). It is also shown that the quantum corrections to the coupling decompose into a sum over instanton contributions and moreover that this sum converges. In particular there are no `sub-instanton' corrections. This sum over instantons points to a deep connection between the modular group and the rational curves of the Calabi-Yau manifold. The burden of the present work is that a mirror pair of Calabi-Yau manifolds is an exactly soluble superconformal theory, at least as far as the massless sector is concerned. Mirror pairs are also more general than exactly soluble models that have hitherto been discussed since we solve the theory for all points of the moduli space.",1
1566951,"Let \\(k\\) be a field, and let \\(E\\) be a free \\(k\\)-bimodule, or in other words, a two-sided \\(k\\)-vector space. The author introduces a concept of admissible two-sided \\(k\\)-vector spaces and defines for such a space a noncommutative analog of the symmetric algebra. Then he computes the skew fields of fractions for some classes of admissible two-sided vector spaces. The components of degree zero of these skew fields can be considered as function fields of noncommutative ruled surfaces (cf. [\\textit{M. Artin, M. Van den Bergh}, J. Algebra 133, No. 2, 249-271 (1990; Zbl 0717.14001)]). As an application a clear description of the birational equivalence classes of certain types of such surfaces is obtained.","Es wird eine intrinseke Übertragung mit den Parametern \(\varGamma _j^i\) und \(\mathfrak A\) in einem \(n\)-dimensionalen Raum eines gegebenen Systems gewöhnlicher Differentialgleichungen \(x^{(m)i}+H^i\;(t, x,\dots, x^{(m-1)})= 0\) mit \(x^{(r)i}=\dfrac{d^rx^i}{dt^r}\) bestimmt. Das absolute Differential eines Vektors \(v^i\) vom Gewicht \(\mathfrak K\) wird gegeben durch \(\delta _tv^i=D_tv^i+\varGamma _j^iv^j+\mathfrak K\mathfrak Av^i\), was einen Vektor vom Gewicht \(\mathfrak K+1\) darstellt, der multipliziert wird mit einem Faktor \(\biggl(\dfrac{dt}{d\overline{t}}\biggr)^{\mathfrak K+1}\) für jede Transformation des Parameters \(t\). Von diesen Funktionen \(\varGamma _j^i\) und \(\mathfrak A\) können die Grundkonnexionen abgeleitet werden, wodurch sich die Definitionen der kovarianten Ableitungen \(\nabla_k^{(r)}v^i\) (\(r = 0\), 1,\dots, \(m - 1\)) und \(\nabla_kv^i=\dfrac{\partial v^i}{\partial t}+\mathfrak {KA}v^i\) ergeben.",0
1341964,"zbMATH_ID
1341964    The article consists of two parts. In the firs...
1341964    The article consists of two parts. In the firs...
Name: text, dtype: object","Let \\(H_n=\\text{Hilb}^n(\\mathbb{C}^2)\\) be the Hilbert scheme which parametrizes the subschemes \\(S\\) of length \\(n\\) of \\(\\mathbb{C}^2\\). To each such subscheme \\(S\\) corresponds a unordered \\(n\\)-tuple with possible repetitions \\(\\sigma(S)=[[P_1,...,P_n]]\\) of points of \\(\\mathbb{C}^2\\). There exists an algebraic variety \\(X_n\\) (called the isospectral Hilbert scheme) which is finite over \\(H_n\\) and which consists of all ordered \\(n\\)-tuples \\((P_1,...,P_n)\\in(\\mathbb{C}^2)^n\\) whose underlying unordered \\(n\\)-tuple is \\(\\sigma(S)\\). The main aim of the paper under review is to study the geometry of \\(X_n\\), which is more complicated than the geometry of \\(H_n\\). For instance, a classical result of J. Fogarty asserts that \\(H_n\\) is irreducible and non-singular. The main result of the paper under review asserts that \\(X_n\\) is normal and Gorenstein (in particular, Cohen-Macaulay). Earlier work of the author indicated that there is a far-reaching correspondence between the geometry and sheaf cohomology of \\(H_n\\) and \\(X_n\\) on the one hand, and the theory of Macdonald polynomials on the other hand. The link between Macdonald polynomials and Hilbert schemes comes from some recent work [see \\textit{A. M. Garsia} and \\textit{M. Haiman}, Proc. Nat. Acad. Sci. USA 90, No. 8, 3607-3610 (1993; Zbl 0831.05062)].\n\n\nThe main result proved in this paper is expected to be an important step toward the proof of the so-called \\(n!\\)-conjecture and Macdonald positivity conjecture. The main theorem is based on a technical result (theorem 4.1) which asserts that the coordinate ring of a certain type of subspace arrangement is a free module over the polynomial ring generated by some of the coordinates.",1
1341964,"zbMATH_ID
1341964    The article consists of two parts. In the firs...
1341964    The article consists of two parts. In the firs...
Name: text, dtype: object","The author considers horizontal contact structures on non-positive plumbing trees of oriented circle bundles over spheres with negative Euler numbers. Here, a contact structure on such a manifold is said to be horizontal if the contact planes (oriented by the differential of the contact form) are positively transverse to the fibers of the bundles involved in the plumbing, and the plumbing tree is said to be non-positive if for every vertex of the tree the sum of the degree of the vertex and the Euler number of the bundle corresponding to that vertex is non-positive.

The author's aim in this paper is to give a new description of such contact stuctures up to isomorphism, by describing Legendrian surgery diagrams for these structures. The author gives an application to the study of Milnor fillable contact 3-manifolds, that is, contact 3-manifolds isomorphic to the contact boundary of an isolated complex surface singularity. By a result of \textit{C. Caubel, A. Némethi} and \textit{P. Popescu-Pampu} [Topology 45, No.~3, 637--689 (2006; Zbl 1098.53064)] any 3-manifold admits, up to isomorphism, at most one Milnor fillable contact structure. As an application of his constructions, the author obtains a description of the Milnor fillable contact structures of some Milnor fillable 3-manifolds.",0
