seed,recommendation,relevance 0/1/2
https://zbmath.org/?q=an%3A1584568,https://zbmath.org/?q=an%3A2078864,0
https://zbmath.org/?q=an%3A1584568,https://zbmath.org/?q=an%3A1663171,1
https://zbmath.org/?q=an%3A1584568,https://zbmath.org/?q=an%3A5186656,1
https://zbmath.org/?q=an%3A1584568,https://zbmath.org/?q=an%3A6007191,2
https://zbmath.org/?q=an%3A1584568,https://zbmath.org/?q=an%3A5676087,2
https://zbmath.org/?q=an%3A1584568,https://zbmath.org/?q=an%3A5573128,1
https://zbmath.org/?q=an%3A1584568,https://zbmath.org/?q=an%3A5603615,2
https://zbmath.org/?q=an%3A1584568,https://zbmath.org/?q=an%3A1584950,1
https://zbmath.org/?q=an%3A1584568,https://zbmath.org/?q=an%3A1699483,2
https://zbmath.org/?q=an%3A1584568,https://zbmath.org/?q=an%3A3882571,1
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A5636192,1
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A5232133,1
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A6871795,1
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A6430225,0
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A6156486,0
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A5500752,0
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A2091015,1
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A6901955,2
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A6309125,1
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A5189579,1
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A1915690,2
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A164950,1
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A1663809,2
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A5121614,1
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A2153151,1
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A1958231,1
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A1663809,1
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A1915690,1
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A1943338,1
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A4191870,1
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A6530848,1
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A5859312,0
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A5028785,0
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A5229022,1
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A5726599,0
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A5166699,1
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A6023748,1
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A6397249,1
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A5235102,0
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A2240101,1
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A6575147,2
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A5154884,1
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A1579464,0
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A1566989,1
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A5043538,2
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A1720950,0
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A6016603,1
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A1344371,2
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A5580211,0
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A5122359,1
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A32834,1
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A910242,1
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A1463466,0
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A3853256,0
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A1671058,1
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A3886035,1
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A4179550,0
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A3987451,1
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A5228423,0
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A2120365,1
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A1308215,0
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A836155,2
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A2068577,1
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A5790981,1
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A5002867,1
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A6668637,0
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A1347320,1
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A28370,0
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A4036043,1
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A1332738,1
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A5382578,1
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A6642839,1
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A7080250,0
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A5588910,1
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A6767932,2
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A1441793,1
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A1612862,0
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A1862242,1
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A11663,1
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A5943192,1
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A5285330,1
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A6359323,1
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A6074242,0
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A587680,2
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A5565280,1
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A7465721,1
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A7654721,1
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A7155012,1
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A5356554,1
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A5503840,1
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A3556251,1
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A3916456,0
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A3600165,1
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A3349944,1
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A3372166,2
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A4006378,1
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A53656,1
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A3440560,0
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A3937328,1
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A1032201,2
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A3993749,1
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A800812,1
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A4185788,1
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A2148290,0
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A2120365,1
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A1523167,1
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A5872453,1
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A6255047,1
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A7065297,1
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A6898011,1
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A6631099,1
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A762065,1
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A1369543,2
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A1113847,1
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A992435,1
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A1454439,1
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A729794,1
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A639597,0
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A3308501,1
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A4189884,1
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A1818697,1
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A1057848,1
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A975620,1
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A7337368,0
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A1076975,1
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A2152568,1
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A6211775,1
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A109491,0
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A4154603,2
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A2229996,1
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A1083671,1
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A3908829,1
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A3959568,1
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A5359056,1
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A826026,1
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A1121229,1
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A5950508,0
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A3853242,1
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A3918498,1
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A5278852,1
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A986650,1
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A1441817,2
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A1028150,1
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A681967,2
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A1548914,1
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A986649,2
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A1585112,1
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A6403144,2
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A1978487,1
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A986650,1
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A5236231,1
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A6125275,1
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A5201918,0
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A1911964,1
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A5060582,2
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A3886029,1
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A7082367,2
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A6261487,1
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A5641404,1
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A4012798,1
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A1229027,1
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A4152553,2
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A6264341,1
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A6852451,1
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A4093884,1
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A3891500,2
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A3950688,1
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A232903,1
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A1424119,1
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A3985618,0
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A2168082,1
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A6781317,1
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A7291042,1
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A7251300,1
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A1960713,2
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A1376349,1
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A5201918,1
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A1187637,0
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A7176883,1
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A7298492,1
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A5170905,1
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A1797473,0
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A5790124,1
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A1578134,0
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A5275093,1
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A1578135,0
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A5234737,1
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A5124458,0
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A2074337,1
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A68150,0
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A2059587,1
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A5883249,1
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A5650398,1
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A5817894,1
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A5038818,1
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A2245440,1
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A6369078,0
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A1447279,1
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A2210026,0
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A488393,1
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A7303896,1
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A7048264,1
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A5882811,1
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A7209783,1
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A7328128,1
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A7178491,0
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A926749,1
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A1287836,1
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A1532200,1
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A484234,1
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A1445474,0
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A6355533,1
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A6923816,1
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A6046390,1
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A5988229,1
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A6538738,0
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A6312285,1
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A6486791,1
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A1941441,1
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A5852652,1
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A3518933,1
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A3809718,1
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A5214157,0
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A7538849,1
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A6088643,1
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A6984522,0
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A5135233,1
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A6110296,1
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A6509168,2
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A6266655,1
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A6126100,2
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A5797632,1
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A5860510,2
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A3353439,2
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A5015904,1
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A729195,1
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A5934474,2
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A6332189,1
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A5013675,2
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A6031649,1
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A6100774,1
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A5883624,0
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A2158899,0
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A2158899,1
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A6235918,0
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A6288412,1
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A5656531,1
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A5151830,0
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A1702994,1
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A6782095,1
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A1783140,1
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A6565333,1
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A6614513,0
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A6100278,2
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A1926020,1
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A2022731,1
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A1024202,1
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A868097,0
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A5862428,1
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A778971,1
https://zbmath.org/?q=an%3A5860511,https://zbmath.org/?q=an%3A2173226,0
https://zbmath.org/?q=an%3A5860511,https://zbmath.org/?q=an%3A1702908,1
https://zbmath.org/?q=an%3A5860511,https://zbmath.org/?q=an%3A1347387,2
