seed,recommendation,relevance 0/1/2
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A6871795,1
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A6430225,1
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A6156486,1
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A5500752,1
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A2091015,1
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A6901955,1
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A6309125,1
https://zbmath.org/?q=an%3A1700852,https://zbmath.org/?q=an%3A5189579,1
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A1915690,2
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A164950,0
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A1663809,2
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A5121614,2
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A2153151,0
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A1958231,2
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A1663809,2
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A1915690,2
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A1943338,2
https://zbmath.org/?q=an%3A1621343,https://zbmath.org/?q=an%3A4191870,0
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A6530848,2
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A5859312,2
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A5028785,2
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A5229022,2
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A5726599,2
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A5166699,2
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A6023748,1
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A6397249,0
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A5235102,0
https://zbmath.org/?q=an%3A1738275,https://zbmath.org/?q=an%3A2240101,2
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A6575147,2
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A5154884,1
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A1579464,2
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A1566989,2
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A5043538,2
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A1720950,1
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A6016603,1
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A1344371,0
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A5580211,1
https://zbmath.org/?q=an%3A1448638,https://zbmath.org/?q=an%3A5122359,0
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A32834,1
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A910242,2
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A1463466,1
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A3853256,0
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A1671058,0
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A3886035,0
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A4179550,1
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A3987451,1
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A5228423,0
https://zbmath.org/?q=an%3A1089786,https://zbmath.org/?q=an%3A2120365,2
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A1308215,2
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A836155,0
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A2068577,0
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A5790981,0
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A5002867,0
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A6668637,0
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A1347320,1
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A28370,0
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A4036043,0
https://zbmath.org/?q=an%3A1092827,https://zbmath.org/?q=an%3A1332738,0
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A5382578,2
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A6642839,1
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A7080250,1
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A5588910,1
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A6767932,0
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A1441793,0
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A1612862,1
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A1862242,0
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A11663,1
https://zbmath.org/?q=an%3A5152710,https://zbmath.org/?q=an%3A5943192,0
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A5285330,2
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A6359323,2
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A6074242,0
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A587680,0
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A5565280,0
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A7465721,0
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A7654721,0
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A7155012,2
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A5356554,0
https://zbmath.org/?q=an%3A1463607,https://zbmath.org/?q=an%3A5503840,0
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A3556251,2
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A3916456,2
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A3600165,2
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A3349944,1
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A3372166,0
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A4006378,0
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A53656,0
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A3440560,2
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A3937328,1
https://zbmath.org/?q=an%3A1247905,https://zbmath.org/?q=an%3A1032201,1
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A3993749,1
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A800812,0
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A4185788,1
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A2148290,0
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A2120365,1
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A1523167,1
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A5872453,0
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A6255047,0
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A7065297,0
https://zbmath.org/?q=an%3A1633055,https://zbmath.org/?q=an%3A6898011,0
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A6631099,2
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A762065,2
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A1369543,2
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A1113847,2
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A992435,1
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A1454439,2
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A729794,1
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A639597,2
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A3308501,1
https://zbmath.org/?q=an%3A1454438,https://zbmath.org/?q=an%3A4189884,1
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A1818697,0
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A1057848,0
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A975620,2
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A7337368,2
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A1076975,1
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A2152568,2
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A6211775,1
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A109491,2
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A4154603,0
https://zbmath.org/?q=an%3A1426667,https://zbmath.org/?q=an%3A2229996,0
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A1083671,1
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A3908829,1
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A3959568,0
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A5359056,0
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A826026,0
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A1121229,0
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A5950508,0
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A3853242,0
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A3918498,0
https://zbmath.org/?q=an%3A1592059,https://zbmath.org/?q=an%3A5278852,0
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A986650,2
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A1441817,0
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A1028150,1
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A681967,0
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A1548914,1
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A986649,1
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A1585112,2
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A6403144,0
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A1978487,1
https://zbmath.org/?q=an%3A1605281,https://zbmath.org/?q=an%3A986650,1
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A5236231,1
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A6125275,2
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A5201918,1
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A1911964,0
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A5060582,0
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A3886029,2
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A7082367,0
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A6261487,1
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A5641404,2
https://zbmath.org/?q=an%3A1516340,https://zbmath.org/?q=an%3A4012798,0
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A1229027,0
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A4152553,0
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A6264341,0
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A6852451,0
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A4093884,0
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A3891500,0
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A3950688,0
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A232903,0
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A1424119,0
https://zbmath.org/?q=an%3A1418001,https://zbmath.org/?q=an%3A3985618,0
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A2168082,2
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A6781317,1
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A7291042,0
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A7251300,1
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A1960713,1
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A1376349,2
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A5201918,0
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A1187637,0
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A7176883,1
https://zbmath.org/?q=an%3A1969249,https://zbmath.org/?q=an%3A7298492,0
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A5170905,1
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A1797473,2
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A5790124,2
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A1578134,2
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A5275093,0
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A1578135,2
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A5234737,2
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A5124458,2
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A2074337,0
https://zbmath.org/?q=an%3A1591107,https://zbmath.org/?q=an%3A68150,0
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A2059587,2
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A5883249,2
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A5650398,2
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A5817894,1
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A5038818,1
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A2245440,1
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A6369078,0
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A1447279,2
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A2210026,1
https://zbmath.org/?q=an%3A1700879,https://zbmath.org/?q=an%3A488393,0
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A7303896,0
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A7048264,0
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A5882811,0
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A7209783,0
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A7328128,0
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A7178491,0
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A926749,1
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A1287836,0
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A1532200,0
https://zbmath.org/?q=an%3A1002951,https://zbmath.org/?q=an%3A484234,0
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A1445474,2
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A6355533,2
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A6923816,2
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A6046390,2
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A5988229,1
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A6538738,1
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A6312285,1
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A6486791,1
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A1941441,0
https://zbmath.org/?q=an%3A1445475,https://zbmath.org/?q=an%3A5852652,1
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A3518933,2
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A3809718,2
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A5214157,2
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A7538849,2
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A6088643,2
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A6984522,2
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A5135233,2
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A6110296,1
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A6509168,1
https://zbmath.org/?q=an%3A1947345,https://zbmath.org/?q=an%3A6266655,1
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A6126100,2
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A5797632,2
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A5860510,2
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A3353439,1
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A5015904,2
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A729195,1
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A5934474,0
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A6332189,2
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A5013675,2
https://zbmath.org/?q=an%3A6362519,https://zbmath.org/?q=an%3A6031649,2
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A6100774,1
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A5883624,1
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A2158899,2
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A2158899,2
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A6235918,1
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A6288412,2
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A5656531,2
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A5151830,2
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A1702994,1
https://zbmath.org/?q=an%3A5049834,https://zbmath.org/?q=an%3A6782095,1
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A1783140,1
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A6565333,2
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A6614513,1
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A6100278,0
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A1926020,2
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A2022731,1
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A1024202,0
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A868097,0
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A5862428,1
https://zbmath.org/?q=an%3A1144539,https://zbmath.org/?q=an%3A778971,1
https://zbmath.org/?q=an%3A5860511,https://zbmath.org/?q=an%3A2173226,2
https://zbmath.org/?q=an%3A5860511,https://zbmath.org/?q=an%3A1702908,2
https://zbmath.org/?q=an%3A5860511,https://zbmath.org/?q=an%3A1347387,2
