2 qid:24 1:-0.049433269797837104 2:0.01510818174928797 3:-0.025075782939301572 4:-0.0976799023689606 5:0.06651028089678503 6:-0.041418691954919123 7:-0.10352882788397078 8:-0.0006327068219348798 9:0.0024487978324002476 10:0.06773754248986152 11:-0.08586922397134003 12:0.06032605951487441 13:-0.012886567590472268 14:0.006189932539193713 15:0.05283889192380326 16:-0.035215440930501746 17:0.06691311862179629 18:-0.0072658587167023295 19:-0.013951364845970557 20:-0.04222000774815441
1 qid:24 1:-0.03945194512976182 2:0.014051528150731914 3:-0.0002569654608873042 4:-0.1296550619800367 5:0.06568103950747638 6:-0.06337586289812981 7:-0.0821113783912425 8:0.011351738436946722 9:-0.0028776907825424497 10:0.06488694432179617 11:-0.08409407488131572 12:0.041893352006250564 13:-0.008183254754939931 14:0.009102971607587143 15:0.05153072324321229 16:-0.044449381916152275 17:0.07256000958546713 18:-0.008098559190850363 19:0.011534464648023383 20:-0.041119473964064054
2 qid:25 1:-0.056510044551397104 2:0.02341783275105094 3:0.03897277185957677 4:-0.12113759491884743 5:0.07552228009329096 6:-0.05199998221863133 7:-0.07873982747846459 8:0.03356223351583725 9:0.014781322185600416 10:0.024900885816216474 11:-0.06273363176718753 12:0.0330945249563557 13:-0.018681150158249574 14:-0.024263562490100345 15:0.03643625095792081 16:-0.0730514668757859 17:0.025213202850986473 18:-0.01901657723398261 19:-0.004949730001281911 20:-0.042427467918961737
1 qid:25 1:-0.058148181317248956 2:-0.004750771399275607 3:-0.007245740516742363 4:-0.11072841318171606 5:0.05485602722447523 6:-0.059311025990006525 7:-0.06390261697364337 8:0.0025420224477076753 9:-0.004180542550257448 10:0.05550328123168018 11:-0.07061355202966554 12:0.05384719933258767 13:-0.016219920882974054 14:-0.002696913616176684 15:0.05291605569426348 16:-0.04173287023609629 17:0.07283152708069872 18:-0.01442147493926594 19:-0.021546013525874045 20:-0.027692682769692726
2 qid:26 1:-0.08882260574108092 2:0.02562154152350782 3:0.0029789505845394994 4:-0.11051263524175167 5:0.06305693895317623 6:-0.06278395235918015 7:-0.06659908417417396 8:0.0006233259078924176 9:0.029134939062168633 10:0.049622104423672896 11:-0.030918940728366803 12:0.02520433344913287 13:-0.013906167822791412 14:-0.010868147422432712 15:0.04134671099683837 16:-0.08527773739292852 17:0.039526310443681094 18:0.020180149329001886 19:0.009084723228069701 20:-0.024270117796124743
1 qid:26 1:-0.017995116479216804 2:-0.02030280440950368 3:0.025894985688625586 4:-0.06158113728643515 5:-0.007916025664202745 6:-0.03677311891456682 7:-0.0328832100507407 8:0.043740151923004525 9:-0.010837774919607947 10:0.01204234242712651 11:-0.028607713579701707 12:0.0007245315569615399 13:0.0030812821351987882 14:-0.031139946427692182 15:0.022931933352917627 16:-0.00029850681957667435 17:0.040895411811707895 18:0.008546016876930681 19:-0.018845969392741094 20:0.0012730863922784004
2 qid:27 1:-0.05132432048093025 2:-0.0018439935804848394 3:0.055496798614211425 4:0.15976099993502807 5:0.03516518501031189 6:-0.04808295970789901 7:0.0586257046280037 8:0.0006448950094357322 9:0.024500114421852383 10:-0.06642300186041909 11:0.02481388062325654 12:0.06566056432038 13:-0.03835637996284019 14:0.056963070870583096 15:0.02442339463529089 16:-0.04865347245927578 17:0.0347868546033987 18:-0.04893388871337036 19:-0.027620703644281118 20:0.04473513790455667
1 qid:27 1:-0.03428894956482622 2:-0.046169078528874224 3:0.05362600314945426 4:0.09559873069330899 5:0.026092920217484553 6:-0.06737867984269405 7:0.07922434294629999 8:-0.005916081604600721 9:-0.015614269206773926 10:-0.059042468177417914 11:0.013360431591545202 12:0.05806004193797583 13:-0.027647076027141816 14:0.041375374354743484 15:0.03755902190370353 16:-0.0552976279607416 17:0.01976486956185563 18:-0.05309598452737088 19:-0.031914791298943895 20:0.012632400820704527
1 qid:28 1:-0.020498371779885234 2:-0.0427659776826838 3:0.04203701552249442 4:0.11074828013134673 5:0.0495749755552889 6:-0.048133999551516385 7:0.04649337630748398 8:0.013963336112628772 9:0.02152744980248633 10:-0.05914457479062832 11:0.0042990417215947666 12:0.07330678940887264 13:-0.01812055392299149 14:0.03906701335584982 15:0.011311108496316238 16:-0.030186044287851946 17:0.022855329623071654 18:-0.01850409862996611 19:-0.026103953652606492 20:0.020979520734717857
2 qid:28 1:-0.04112255275983728 2:-0.061948569553793395 3:0.037679785482259226 4:0.13286983989933107 5:0.042222787634720954 6:-0.06187650532789275 7:0.10225389277292074 8:0.0029511594704979987 9:-0.021382827324844603 10:-0.04786815293425328 11:0.04302658863762755 12:0.053535693146834276 13:-0.016154538629837695 14:0.014179181042610348 15:0.03655720223414339 16:-0.04771914861576862 17:0.040655542736063095 18:-0.04861434126174824 19:-0.023402043436377955 20:0.02184886013622839
2 qid:29 1:-0.0520493673820617 2:-0.02032589585806122 3:0.06512579782228298 4:0.17342095355972342 5:0.06495552761714504 6:-0.04785939139137132 7:0.07036781905540099 8:0.01579358713835439 9:0.04304626040420448 10:-0.061038516613579744 11:0.06080639990478896 12:0.06439804689675191 13:-0.06814625086085144 14:0.02785153784581732 15:0.018666244380646357 16:-0.036585673544563976 17:0.003766564929087104 18:-0.033127902493694746 19:-0.01087836285961276 20:0.018957161151577334
1 qid:29 1:-0.0024636792529944378 2:-0.0424238585810358 3:0.05904428194066018 4:0.1162761911170517 5:0.049533919256227396 6:-0.036405338690018815 7:0.07308376851885502 8:-0.02169301237132664 9:-0.01308460900903415 10:-0.04269497076941311 11:-0.009557084770523363 12:0.03204107750071897 13:-0.026135810382077945 14:0.031159453363409743 15:0.016557356441248675 16:-0.0500445490302461 17:0.029042842175361468 18:-0.014879659470799353 19:-0.04332278417194681 20:0.0322021489551518
